id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone
236,Lucknow,2025-11-16 11:39:06.226853+00:00,26.3,37.0,1.5,71.15,67.25,2.25,192.0
237,Mumbai,2025-11-16 11:39:05.988981+00:00,32.3,28.0,2.388888888888889,57.75,55.55,20.45,239.0
238,Patna,2025-11-16 11:39:06.251041+00:00,25.3,34.0,2.5,89.75,78.65,2.55,196.0
239,Pune,2025-11-16 11:39:06.194673+00:00,23.2,37.0,2.0,37.05,35.15,1.85,173.0
240,Surat,2025-11-16 11:39:06.435401+00:00,26.3,44.0,3.6944444444444446,73.95,70.25,21.55,139.0
241,Ahmedabad,2025-11-16 13:01:37.312558+00:00,25.1,28.0,2.8055555555555554,39.65,35.85,2.95,146.0
242,Bengaluru,2025-11-16 13:01:37.098347+00:00,23.0,78.0,3.194444444444444,39.05,36.45,3.85,134.0
243,Bhopal,2025-11-16 13:01:37.533956+00:00,20.1,30.0,2.111111111111111,62.35,53.25,1.35,156.0
244,Chennai,2025-11-16 13:01:37.073538+00:00,28.2,79.0,7.5,49.15,41.25,2.65,133.0
245,Dehradun,2025-11-16 13:01:37.546595+00:00,12.9,62.0,1.8888888888888888,26.25,25.65,1.25,188.0
246,Delhi,2025-11-16 13:01:37.065518+00:00,21.1,40.0,2.1944444444444446,46.85,45.05,8.05,158.0
247,Hyderabad,2025-11-16 13:01:37.070120+00:00,22.3,46.0,3.3888888888888884,38.65,36.45,1.85,172.0
248,Indore,2025-11-16 13:01:37.345117+00:00,21.1,40.0,2.5,45.55,38.65,0.95,148.0
249,Jaipur,2025-11-16 13:01:37.316525+00:00,23.1,27.0,1.0,21.25,18.75,0.85,147.0
250,Kolkata,2025-11-16 13:01:37.090821+00:00,25.2,54.0,2.694444444444444,66.25,61.65,3.05,214.0
251,Lucknow,2025-11-16 13:01:37.346797+00:00,20.0,68.0,1.8055555555555556,63.25,59.55,1.55,190.0
252,Mumbai,2025-11-16 13:01:37.093308+00:00,30.3,35.0,5.194444444444444,53.95,52.15,11.15,239.0
253,Patna,2025-11-16 13:01:37.352606+00:00,19.1,64.0,2.611111111111111,82.55,72.35,1.35,191.0
254,Pune,2025-11-16 13:01:37.302211+00:00,21.2,36.0,1.611111111111111,35.65,33.95,1.85,173.0
255,Surat,2025-11-16 13:01:37.548126+00:00,24.7,44.0,3.8055555555555554,71.65,67.65,17.75,155.0
256,Ahmedabad,2025-11-16 13:41:07.089903+00:00,25.2,30.0,2.8055555555555554,36.85,33.45,3.65,147.0
257,Bengaluru,2025-11-16 13:41:06.892961+00:00,23.2,78.0,3.3888888888888884,39.05,36.55,6.35,127.0
258,Bhopal,2025-11-16 13:41:07.283221+00:00,19.3,32.0,2.0,61.35,52.75,2.25,152.0
259,Chennai,2025-11-16 13:41:06.885403+00:00,27.1,79.0,7.611111111111111,48.85,41.25,3.05,131.0
260,Dehradun,2025-11-16 13:41:07.325299+00:00,12.5,62.0,2.111111111111111,30.75,30.15,3.35,183.0
261,Delhi,2025-11-16 13:41:06.891222+00:00,21.1,43.0,2.111111111111111,43.85,42.15,9.75,152.0
262,Hyderabad,2025-11-16 13:41:06.881500+00:00,21.4,49.0,3.0,39.15,36.95,3.65,170.0
263,Indore,2025-11-16 13:41:07.139358+00:00,21.1,40.0,2.611111111111111,45.55,38.65,2.45,142.0
264,Jaipur,2025-11-16 13:41:07.141726+00:00,21.1,31.0,1.0,21.05,18.65,3.05,142.0
265,Kolkata,2025-11-16 13:41:06.877945+00:00,25.1,54.0,2.888888888888889,65.55,61.15,5.45,208.0
266,Lucknow,2025-11-16 13:41:07.138380+00:00,19.0,73.0,1.6944444444444442,58.35,54.85,3.55,182.0
267,Mumbai,2025-11-16 13:41:06.888498+00:00,29.3,37.0,5.611111111111111,59.75,58.15,12.85,262.0
268,Patna,2025-11-16 13:41:07.128448+00:00,20.2,60.0,2.611111111111111,79.35,69.55,3.75,178.0
269,Pune,2025-11-16 13:41:07.124299+00:00,20.6,37.0,1.8055555555555556,34.35,32.65,3.05,170.0
270,Surat,2025-11-16 13:41:07.326479+00:00,24.0,43.0,3.8055555555555554,68.35,64.45,16.65,161.0
271,Ahmedabad,2025-11-16 14:41:02.361782+00:00,24.1,34.0,3.0,35.35,32.05,7.05,140.0
272,Bengaluru,2025-11-16 14:41:02.140849+00:00,21.3,83.0,3.611111111111111,38.95,36.75,12.35,115.0
273,Bhopal,2025-11-16 14:41:02.551998+00:00,17.1,39.0,2.111111111111111,61.15,53.05,4.65,143.0
274,Chennai,2025-11-16 14:41:02.287143+00:00,27.2,79.0,7.694444444444444,47.95,40.75,3.95,128.0
275,Dehradun,2025-11-16 14:41:02.574715+00:00,12.4,62.0,2.1944444444444446,34.75,34.05,7.45,174.0
276,Delhi,2025-11-16 14:41:02.272400+00:00,20.2,46.0,1.8888888888888888,42.45,40.85,21.95,132.0
277,Hyderabad,2025-11-16 14:41:02.136163+00:00,22.2,46.0,2.888888888888889,39.65,37.55,7.15,161.0
278,Indore,2025-11-16 14:41:02.483667+00:00,20.2,46.0,2.305555555555556,46.35,39.75,5.95,132.0
279,Jaipur,2025-11-16 14:41:02.376084+00:00,20.1,32.0,1.1944444444444444,21.15,18.75,8.55,132.0
280,Kolkata,2025-11-16 14:41:02.162304+00:00,24.2,61.0,3.1111111111111107,65.35,61.15,12.15,188.0
281,Lucknow,2025-11-16 14:41:02.379565+00:00,18.2,77.0,1.8055555555555556,55.55,52.35,10.05,166.0
282,Mumbai,2025-11-16 14:41:02.165681+00:00,28.4,45.0,5.0,65.55,63.95,17.75,284.0
283,Patna,2025-11-16 14:41:02.528305+00:00,18.2,73.0,2.611111111111111,77.65,69.55,12.95,156.0
284,Pune,2025-11-16 14:41:02.348641+00:00,19.7,40.0,2.111111111111111,33.55,31.95,5.85,164.0
285,Surat,2025-11-16 14:41:02.573381+00:00,23.0,46.0,4.0,66.05,62.05,20.65,151.0
286,Ahmedabad,2025-11-16 15:39:52.109258+00:00,22.3,41.0,3.1111111111111107,35.05,31.95,12.15,128.0
287,Bengaluru,2025-11-16 15:39:51.960817+00:00,21.3,83.0,3.611111111111111,39.65,37.55,20.45,99.0
288,Bhopal,2025-11-16 15:39:52.334603+00:00,16.1,39.0,2.305555555555556,60.65,54.15,7.95,130.0
289,Chennai,2025-11-16 15:39:52.178316+00:00,27.3,79.0,7.5,48.15,41.15,5.15,125.0
290,Dehradun,2025-11-16 15:39:53.399346+00:00,12.2,62.0,2.111111111111111,38.35,37.65,13.25,161.0
291,Delhi,2025-11-16 15:39:51.888980+00:00,18.1,52.0,1.6944444444444442,44.75,43.45,39.75,103.0
292,Hyderabad,2025-11-16 15:39:51.920445+00:00,21.3,46.0,2.694444444444444,40.35,38.45,12.05,147.0
293,Indore,2025-11-16 15:39:52.295615+00:00,18.2,52.0,2.111111111111111,46.85,41.25,11.05,119.0
294,Jaipur,2025-11-16 15:39:52.133246+00:00,19.0,32.0,1.3888888888888888,22.05,20.05,16.65,116.0
295,Kolkata,2025-11-16 15:39:51.916293+00:00,23.1,65.0,3.1111111111111107,70.65,67.65,21.45,157.0
296,Lucknow,2025-11-16 15:39:52.136779+00:00,17.3,83.0,1.6944444444444442,59.75,57.15,19.25,143.0
297,Mumbai,2025-11-16 15:39:54.065042+00:00,28.2,48.0,4.611111111111112,68.85,67.25,24.45,303.0
298,Patna,2025-11-16 15:39:52.345386+00:00,21.3,53.0,2.611111111111111,83.55,76.25,25.85,127.0
299,Pune,2025-11-16 15:39:52.068626+00:00,18.9,43.0,1.8055555555555556,33.65,32.05,9.75,154.0
300,Surat,2025-11-16 15:39:52.322260+00:00,22.5,46.0,3.8055555555555554,65.15,62.05,27.35,132.0
301,Ahmedabad,2025-11-16 16:45:01.824614+00:00,21.3,46.0,3.0,37.75,34.85,17.05,114.0
302,Bengaluru,2025-11-16 16:45:01.599539+00:00,20.1,88.0,3.3055555555555554,42.75,41.15,27.05,86.0
303,Bhopal,2025-11-16 16:45:02.052395+00:00,16.3,37.0,2.388888888888889,62.55,56.85,10.85,118.0
304,Chennai,2025-11-16 16:45:01.614443+00:00,27.4,84.0,7.194444444444444,46.95,40.45,6.05,122.0
305,Dehradun,2025-11-16 16:45:02.058709+00:00,12.1,61.0,2.1944444444444446,43.95,43.35,18.95,147.0
306,Delhi,2025-11-16 16:45:01.610112+00:00,16.2,59.0,1.8055555555555556,53.35,52.15,52.85,79.0
307,Hyderabad,2025-11-16 16:45:01.612753+00:00,17.2,68.0,2.1944444444444446,44.15,42.65,17.25,132.0
308,Indore,2025-11-16 16:45:01.867831+00:00,17.1,52.0,2.111111111111111,50.55,45.35,16.15,105.0
309,Jaipur,2025-11-16 16:45:01.844466+00:00,18.3,37.0,1.611111111111111,27.75,25.65,26.75,98.0
310,Kolkata,2025-11-16 16:45:01.602353+00:00,22.0,69.0,3.194444444444444,86.55,83.25,30.15,129.0
311,Lucknow,2025-11-16 16:45:01.863225+00:00,18.0,68.0,1.8888888888888888,70.25,67.65,27.05,121.0
312,Mumbai,2025-11-16 16:45:01.673196+00:00,27.3,48.0,3.8055555555555554,71.15,69.35,28.55,305.0
313,Patna,2025-11-16 16:45:01.840021+00:00,21.3,49.0,2.611111111111111,99.85,92.55,35.75,102.0
314,Pune,2025-11-16 16:45:01.865414+00:00,18.4,44.0,1.6944444444444442,36.85,35.45,13.35,142.0
315,Surat,2025-11-16 16:45:02.050623+00:00,22.0,44.0,3.6944444444444446,66.25,63.95,32.85,114.0
316,Ahmedabad,2025-11-16 17:40:31.148883+00:00,21.2,46.0,3.1111111111111107,43.35,40.45,21.85,98.0
317,Bengaluru,2025-11-16 17:40:30.936601+00:00,20.2,88.0,3.194444444444444,46.85,45.55,31.15,76.0
318,Bhopal,2025-11-16 17:40:31.287784+00:00,16.3,36.0,2.1944444444444446,65.35,59.85,13.05,107.0
319,Chennai,2025-11-16 17:40:31.076619+00:00,27.3,84.0,7.194444444444444,46.15,39.75,6.35,121.0
320,Dehradun,2025-11-16 17:40:31.362119+00:00,12.0,60.0,2.1944444444444446,50.35,49.65,24.05,136.0
321,Delhi,2025-11-16 17:40:30.943753+00:00,15.4,59.0,1.8055555555555556,59.85,58.85,56.55,66.0
322,Hyderabad,2025-11-16 17:40:30.899846+00:00,19.3,52.0,2.0,49.95,48.55,23.05,115.0
323,Indore,2025-11-16 17:40:31.406366+00:00,17.0,55.0,2.305555555555556,57.45,52.05,21.65,90.0
324,Jaipur,2025-11-16 17:40:31.170033+00:00,17.4,39.0,2.0,35.35,33.05,40.75,77.0
325,Kolkata,2025-11-16 17:40:30.952565+00:00,21.2,78.0,3.194444444444444,103.75,100.75,37.35,106.0
326,Lucknow,2025-11-16 17:40:31.165460+00:00,17.3,72.0,2.0,83.95,81.65,32.35,101.0
327,Mumbai,2025-11-16 17:40:30.929095+00:00,26.1,48.0,1.5,65.35,62.75,32.45,240.0
328,Patna,2025-11-16 17:40:31.304576+00:00,17.4,63.0,2.694444444444444,112.15,105.15,40.05,85.0
329,Pune,2025-11-16 17:40:31.095949+00:00,17.8,46.0,1.6944444444444442,41.25,39.85,16.45,126.0
330,Surat,2025-11-16 17:40:31.353633+00:00,21.6,44.0,3.3888888888888884,71.35,69.05,35.65,100.0
331,Ahmedabad,2025-11-16 18:47:17.196829+00:00,20.3,43.0,3.5,45.25,42.45,28.35,69.0
332,Bengaluru,2025-11-16 18:47:16.886809+00:00,19.2,88.0,3.1111111111111107,47.85,46.65,33.85,64.0
333,Bhopal,2025-11-16 18:47:17.312610+00:00,16.1,39.0,2.305555555555556,67.95,63.75,15.75,91.0
334,Chennai,2025-11-16 18:47:16.854514+00:00,27.2,84.0,7.5,46.95,40.35,6.25,119.0
335,Dehradun,2025-11-16 18:47:17.525049+00:00,11.7,57.0,2.111111111111111,58.85,58.15,33.25,113.0
336,Delhi,2025-11-16 18:47:16.891631+00:00,14.1,63.0,2.0,58.15,57.15,53.25,53.0
337,Hyderabad,2025-11-16 18:47:16.857048+00:00,17.4,63.0,2.111111111111111,55.25,53.55,33.25,85.0
338,Indore,2025-11-16 18:47:17.189354+00:00,13.3,67.0,2.694444444444444,65.85,61.15,30.35,64.0
339,Jaipur,2025-11-16 18:47:17.106174+00:00,16.2,48.0,2.305555555555556,52.35,50.25,67.25,35.0
340,Kolkata,2025-11-16 18:47:16.869126+00:00,21.2,78.0,3.3055555555555554,126.15,122.85,48.25,67.0
341,Lucknow,2025-11-16 18:47:17.235219+00:00,16.3,77.0,2.111111111111111,94.45,92.55,37.85,69.0
342,Mumbai,2025-11-16 18:47:16.864609+00:00,26.3,51.0,1.611111111111111,62.75,59.75,16.35,163.0
343,Patna,2025-11-16 18:47:17.119278+00:00,16.0,72.0,2.611111111111111,121.45,114.95,40.55,63.0
344,Pune,2025-11-16 18:47:17.195290+00:00,17.0,48.0,1.611111111111111,41.05,39.75,20.05,94.0
345,Surat,2025-11-16 18:47:17.458945+00:00,20.6,43.0,3.194444444444444,69.05,66.55,37.75,78.0
346,Ahmedabad,2025-11-16 19:39:21.959126+00:00,20.3,43.0,3.5,45.25,42.45,28.35,69.0
347,Bengaluru,2025-11-16 19:39:21.644783+00:00,19.1,88.0,3.1111111111111107,47.85,46.65,33.85,64.0
348,Bhopal,2025-11-16 19:39:22.103752+00:00,16.2,39.0,2.305555555555556,67.95,63.75,15.75,91.0
349,Chennai,2025-11-16 19:39:21.649966+00:00,26.2,89.0,7.5,46.95,40.35,6.25,119.0
350,Dehradun,2025-11-16 19:39:22.089849+00:00,11.7,57.0,2.111111111111111,58.85,58.15,33.25,113.0
351,Delhi,2025-11-16 19:39:21.668917+00:00,14.3,67.0,2.0,58.15,57.15,53.25,53.0
352,Hyderabad,2025-11-16 19:39:21.666175+00:00,17.3,59.0,2.111111111111111,55.25,53.55,33.25,85.0
353,Indore,2025-11-16 19:39:21.898011+00:00,13.3,67.0,2.694444444444444,65.85,61.15,30.35,64.0
354,Jaipur,2025-11-16 19:39:21.891715+00:00,16.2,45.0,2.305555555555556,52.35,50.25,67.25,35.0
355,Kolkata,2025-11-16 19:39:21.652438+00:00,20.4,83.0,3.3055555555555554,126.15,122.85,48.25,67.0
356,Lucknow,2025-11-16 19:39:21.883529+00:00,15.0,82.0,2.111111111111111,94.45,92.55,37.85,69.0
357,Mumbai,2025-11-16 19:39:21.641671+00:00,25.4,51.0,2.305555555555556,64.85,62.05,20.95,203.0
358,Patna,2025-11-16 19:39:21.926497+00:00,15.3,82.0,2.611111111111111,121.45,114.95,40.55,63.0
359,Pune,2025-11-16 19:39:21.886590+00:00,17.0,48.0,1.611111111111111,41.05,39.75,20.05,94.0
360,Surat,2025-11-16 19:39:22.078158+00:00,20.6,43.0,3.194444444444444,69.05,66.55,37.75,78.0
361,Ahmedabad,2025-11-16 20:41:50.747021+00:00,18.1,49.0,3.8055555555555554,44.25,41.45,25.35,67.0
362,Bengaluru,2025-11-16 20:41:50.520667+00:00,19.2,88.0,3.1111111111111107,46.85,45.55,30.05,67.0
363,Bhopal,2025-11-16 20:41:50.928048+00:00,14.1,41.0,2.1944444444444446,66.95,63.45,14.95,90.0
364,Chennai,2025-11-16 20:41:50.514002+00:00,26.2,89.0,7.388888888888889,43.35,37.25,5.85,118.0
365,Dehradun,2025-11-16 20:41:51.102814+00:00,11.6,55.0,2.111111111111111,60.25,59.55,37.05,94.0
366,Delhi,2025-11-16 20:41:50.648855+00:00,13.4,72.0,1.8888888888888888,58.95,58.15,51.15,49.0
367,Hyderabad,2025-11-16 20:41:50.515973+00:00,17.1,59.0,2.305555555555556,57.55,55.75,34.25,81.0
368,Indore,2025-11-16 20:41:50.845131+00:00,14.2,40.0,2.388888888888889,66.95,62.55,29.35,59.0
369,Jaipur,2025-11-16 20:41:50.745319+00:00,15.3,48.0,2.1944444444444446,55.95,53.85,68.85,27.0
370,Kolkata,2025-11-16 20:41:50.517777+00:00,21.3,78.0,3.0,135.85,132.65,50.25,55.0
371,Lucknow,2025-11-16 20:41:50.751282+00:00,15.1,82.0,2.0,94.65,92.85,35.95,64.0
372,Mumbai,2025-11-16 20:41:50.510705+00:00,25.4,51.0,2.694444444444444,65.15,62.05,20.55,176.0
373,Patna,2025-11-16 20:41:50.885899+00:00,15.3,82.0,2.1944444444444446,122.85,116.35,37.35,60.0
374,Pune,2025-11-16 20:41:50.730126+00:00,16.6,49.0,1.5,39.05,37.85,18.05,90.0
375,Surat,2025-11-16 20:41:50.957649+00:00,20.0,44.0,3.3888888888888884,67.25,64.85,36.95,72.0
376,Ahmedabad,2025-11-16 21:39:11.989420+00:00,17.3,52.0,3.8055555555555554,44.05,41.45,19.55,71.0
377,Bengaluru,2025-11-16 21:39:11.748704+00:00,18.1,88.0,3.194444444444444,45.05,43.95,23.75,74.0
378,Bhopal,2025-11-16 21:39:12.198594+00:00,12.2,58.0,2.5,65.55,62.75,13.05,91.0
379,Chennai,2025-11-16 21:39:11.769875+00:00,26.4,89.0,7.194444444444444,40.65,34.95,5.35,117.0
380,Dehradun,2025-11-16 21:39:12.197839+00:00,11.5,54.0,2.111111111111111,58.45,57.85,40.15,72.0
381,Delhi,2025-11-16 21:39:11.745901+00:00,13.1,72.0,1.8888888888888888,60.95,60.15,47.85,47.0
382,Hyderabad,2025-11-16 21:39:11.766626+00:00,17.4,59.0,2.1944444444444446,60.45,58.45,33.25,81.0
383,Indore,2025-11-16 21:39:12.010468+00:00,11.4,71.0,2.694444444444444,67.65,63.45,26.05,58.0
384,Jaipur,2025-11-16 21:39:11.982583+00:00,15.2,48.0,2.111111111111111,56.75,54.75,65.15,24.0
385,Kolkata,2025-11-16 21:39:11.758281+00:00,21.0,73.0,3.0,140.05,137.25,50.15,46.0
386,Lucknow,2025-11-16 21:39:12.012281+00:00,14.1,94.0,1.8055555555555556,94.95,93.25,31.75,65.0
387,Mumbai,2025-11-16 21:39:11.772037+00:00,25.1,44.0,3.3055555555555554,66.75,63.75,21.25,153.0
388,Patna,2025-11-16 21:39:12.018237+00:00,14.3,82.0,2.305555555555556,123.75,117.05,32.15,62.0
389,Pune,2025-11-16 21:39:11.991617+00:00,16.3,50.0,1.3888888888888888,38.25,36.85,14.45,91.0
390,Surat,2025-11-16 21:39:12.208324+00:00,19.8,43.0,3.5,65.35,63.25,35.05,68.0
391,Ahmedabad,2025-11-16 22:42:14.051422+00:00,17.3,52.0,3.888888888888889,43.35,41.05,14.75,74.0
392,Bengaluru,2025-11-16 22:42:13.862767+00:00,18.1,88.0,3.3055555555555554,42.55,41.35,18.15,81.0
393,Bhopal,2025-11-16 22:42:14.254166+00:00,12.2,58.0,2.388888888888889,64.15,62.05,11.45,93.0
394,Chennai,2025-11-16 22:42:13.857304+00:00,26.4,84.0,7.388888888888889,41.25,35.15,4.65,117.0
395,Dehradun,2025-11-16 22:42:14.289512+00:00,11.4,52.0,2.111111111111111,53.35,52.85,41.65,53.0
396,Delhi,2025-11-16 22:42:13.829739+00:00,13.1,72.0,1.8055555555555556,59.65,58.95,43.85,46.0
397,Hyderabad,2025-11-16 22:42:13.831922+00:00,18.0,60.0,2.1944444444444446,61.35,59.45,30.95,83.0
398,Indore,2025-11-16 22:42:14.099194+00:00,12.2,67.0,2.8055555555555554,66.95,63.25,22.75,57.0
399,Jaipur,2025-11-16 22:42:14.096226+00:00,13.2,58.0,1.611111111111111,55.35,53.45,60.35,23.0
400,Kolkata,2025-11-16 22:42:13.865454+00:00,20.2,78.0,3.194444444444444,137.25,134.45,48.05,42.0
401,Lucknow,2025-11-16 22:42:14.095273+00:00,13.4,94.0,1.611111111111111,93.75,92.35,27.65,65.0
402,Mumbai,2025-11-16 22:42:13.860730+00:00,24.3,47.0,3.8055555555555554,67.95,65.55,22.45,131.0
403,Patna,2025-11-16 22:42:14.130513+00:00,15.2,88.0,2.305555555555556,123.75,117.25,27.55,63.0
404,Pune,2025-11-16 22:42:14.048750+00:00,15.9,51.0,1.6944444444444442,38.15,36.55,11.45,92.0
405,Surat,2025-11-16 22:42:14.262825+00:00,19.4,42.0,3.5,63.45,61.15,33.05,65.0
406,Ahmedabad,2025-11-16 23:40:40.513461+00:00,16.3,55.0,4.0,41.75,39.65,12.25,75.0
407,Bengaluru,2025-11-16 23:40:40.381978+00:00,18.0,88.0,3.1111111111111107,40.55,39.25,14.15,87.0
408,Bhopal,2025-11-16 23:40:40.664588+00:00,12.8,43.0,2.5,63.45,61.65,10.35,94.0
409,Chennai,2025-11-16 23:40:40.406689+00:00,25.3,89.0,7.388888888888889,40.85,34.65,3.85,119.0
410,Dehradun,2025-11-16 23:40:40.753271+00:00,11.3,50.0,2.0,46.15,45.75,40.55,38.0
411,Delhi,2025-11-16 23:40:40.312864+00:00,12.0,77.0,1.611111111111111,57.05,56.35,38.15,47.0
412,Hyderabad,2025-11-16 23:40:40.393826+00:00,15.1,72.0,2.1944444444444446,60.45,58.35,26.95,86.0
413,Indore,2025-11-16 23:40:40.594208+00:00,12.3,67.0,2.611111111111111,65.55,62.05,20.35,56.0
414,Jaipur,2025-11-16 23:40:40.572115+00:00,13.2,58.0,1.3888888888888888,52.55,50.55,54.95,23.0
415,Kolkata,2025-11-16 23:40:40.337846+00:00,20.3,78.0,3.0,131.75,129.35,42.55,43.0
416,Lucknow,2025-11-16 23:40:40.576395+00:00,13.0,94.0,1.5,91.85,90.75,24.25,63.0
417,Mumbai,2025-11-16 23:40:40.379509+00:00,24.4,44.0,3.888888888888889,66.05,64.15,24.55,110.0
418,Patna,2025-11-16 23:40:40.662353+00:00,16.2,77.0,2.388888888888889,124.25,117.75,24.35,62.0
419,Pune,2025-11-16 23:40:40.487364+00:00,15.6,52.0,2.0,37.95,36.35,10.05,90.0
420,Surat,2025-11-16 23:40:40.702408+00:00,19.1,41.0,3.6944444444444446,60.65,58.45,31.25,64.0
421,Ahmedabad,2025-11-17 02:21:25.455166+00:00,15.3,59.0,4.0,40.35,38.55,9.65,76.0
422,Bengaluru,2025-11-17 02:21:25.221416+00:00,18.2,83.0,3.1111111111111107,38.95,37.45,8.45,97.0
423,Bhopal,2025-11-17 02:21:25.637374+00:00,11.2,58.0,2.388888888888889,63.25,61.85,8.95,94.0
424,Chennai,2025-11-17 02:21:25.231284+00:00,25.3,83.0,7.388888888888889,37.25,31.75,2.35,123.0
425,Dehradun,2025-11-17 02:21:25.655415+00:00,13.4,51.0,1.8055555555555556,32.55,32.25,35.05,17.0
426,Delhi,2025-11-17 02:21:25.259403+00:00,11.2,76.0,1.611111111111111,55.05,54.45,27.25,50.0
427,Hyderabad,2025-11-17 02:21:25.228635+00:00,16.1,72.0,2.1944444444444446,56.35,54.15,17.35,94.0
428,Indore,2025-11-17 02:21:25.489769+00:00,12.4,71.0,2.694444444444444,63.25,60.95,16.35,54.0
429,Jaipur,2025-11-17 02:21:25.446658+00:00,12.1,62.0,1.3888888888888888,47.45,45.45,42.85,26.0
430,Kolkata,2025-11-17 02:21:25.223936+00:00,21.2,73.0,3.3888888888888884,118.65,116.55,29.15,51.0
431,Lucknow,2025-11-17 02:21:25.477921+00:00,14.4,88.0,1.0,88.85,87.95,18.85,57.0
432,Mumbai,2025-11-17 02:21:25.233195+00:00,24.4,47.0,2.5,52.35,50.95,23.25,78.0
433,Patna,2025-11-17 02:21:25.495887+00:00,16.0,72.0,1.8888888888888888,124.75,117.95,19.75,58.0
434,Pune,2025-11-17 02:21:25.434825+00:00,15.3,61.0,2.1944444444444446,38.65,36.95,8.95,84.0
435,Surat,2025-11-17 02:21:25.651459+00:00,17.6,43.0,3.888888888888889,55.25,53.05,27.95,63.0
436,Ahmedabad,2025-11-17 03:37:18.266537+00:00,17.0,52.0,4.888888888888889,39.35,37.75,8.85,78.0
437,Bengaluru,2025-11-17 03:37:18.075860+00:00,20.4,78.0,3.3888888888888884,38.25,36.75,7.05,105.0
438,Bhopal,2025-11-17 03:37:18.453576+00:00,16.0,39.0,3.0,62.55,61.35,8.65,90.0
439,Chennai,2025-11-17 03:37:18.042819+00:00,25.3,83.0,8.694444444444445,36.85,31.45,2.15,121.0
440,Dehradun,2025-11-17 03:37:18.483405+00:00,19.2,40.0,1.1944444444444444,22.85,22.65,29.55,7.0
441,Delhi,2025-11-17 03:37:18.065831+00:00,14.2,77.0,1.8888888888888888,55.65,55.05,27.35,41.0
442,Hyderabad,2025-11-17 03:37:18.087701+00:00,20.1,49.0,3.8055555555555554,49.05,46.95,12.35,92.0
443,Indore,2025-11-17 03:37:18.344708+00:00,18.3,49.0,4.111111111111112,62.35,60.45,14.65,54.0
444,Jaipur,2025-11-17 03:37:18.295332+00:00,17.1,55.0,1.0,43.85,41.95,37.05,25.0
445,Kolkata,2025-11-17 03:37:18.055588+00:00,23.2,65.0,4.5,110.05,108.45,25.75,44.0
446,Lucknow,2025-11-17 03:37:18.315997+00:00,18.4,77.0,1.0,87.45,86.75,18.35,48.0
447,Mumbai,2025-11-17 03:37:18.084434+00:00,25.1,44.0,4.194444444444445,52.15,50.75,29.05,57.0
448,Patna,2025-11-17 03:37:18.312970+00:00,19.3,56.0,1.6944444444444442,121.45,115.45,17.15,54.0
449,Pune,2025-11-17 03:37:18.262170+00:00,20.0,46.0,3.611111111111111,40.55,38.85,9.35,78.0
450,Surat,2025-11-17 03:37:18.466238+00:00,23.0,35.0,4.888888888888889,48.55,46.65,26.95,62.0
451,Ahmedabad,2025-11-17 04:47:59.622185+00:00,21.4,40.0,4.888888888888889,38.95,37.25,9.45,77.0
452,Bengaluru,2025-11-17 04:47:59.398582+00:00,22.1,69.0,3.194444444444444,38.55,36.95,8.15,108.0
453,Bhopal,2025-11-17 04:47:59.828035+00:00,20.3,30.0,3.3055555555555554,62.35,61.15,8.75,88.0
454,Chennai,2025-11-17 04:47:59.392778+00:00,25.3,83.0,8.805555555555555,37.55,31.85,2.75,120.0
455,Dehradun,2025-11-17 04:47:59.846504+00:00,20.5,38.0,1.8055555555555556,20.15,19.85,27.45,7.0
456,Delhi,2025-11-17 04:47:59.390521+00:00,17.0,59.0,2.111111111111111,57.45,56.85,29.35,37.0
457,Hyderabad,2025-11-17 04:47:59.388327+00:00,23.3,41.0,4.111111111111112,47.85,45.65,11.95,91.0
458,Indore,2025-11-17 04:47:59.651202+00:00,21.0,40.0,4.194444444444445,63.05,61.35,14.25,56.0
459,Jaipur,2025-11-17 04:47:59.649418+00:00,21.2,38.0,1.0,43.15,41.25,34.95,24.0
460,Kolkata,2025-11-17 04:47:59.395377+00:00,25.3,57.0,4.5,108.65,107.25,24.75,47.0
461,Lucknow,2025-11-17 04:47:59.625477+00:00,22.3,57.0,1.0,88.65,87.95,18.75,46.0
462,Mumbai,2025-11-17 04:47:59.384562+00:00,26.4,39.0,4.0,48.35,46.95,28.45,55.0
463,Patna,2025-11-17 04:47:59.646168+00:00,21.2,53.0,1.3888888888888888,120.55,114.45,16.65,56.0
464,Pune,2025-11-17 04:47:59.761714+00:00,21.8,39.0,4.5,42.15,40.45,10.35,76.0
465,Surat,2025-11-17 04:47:59.832871+00:00,25.3,31.0,5.305555555555556,46.05,44.05,26.95,61.0
466,Ahmedabad,2025-11-17 05:44:44.728544+00:00,24.1,34.0,4.805555555555555,38.65,37.05,11.75,71.0
467,Bengaluru,2025-11-17 05:44:44.511321+00:00,24.1,65.0,3.1111111111111107,41.25,39.65,11.75,111.0
468,Bhopal,2025-11-17 05:44:44.852201+00:00,21.2,28.0,3.5,62.55,61.35,9.25,84.0
469,Chennai,2025-11-17 05:44:44.601088+00:00,26.4,84.0,8.61111111111111,39.15,33.35,4.55,118.0
470,Dehradun,2025-11-17 05:44:44.947362+00:00,21.4,38.0,2.111111111111111,20.15,19.85,27.15,7.0
471,Delhi,2025-11-17 05:44:44.464307+00:00,19.3,52.0,2.111111111111111,63.45,63.05,33.05,31.0
